ticks,msecs,temp,precip%,cloud cover,humidity,wind,pressure
105,105,4.82,0,0.42,4.08,1.16,7.31666666666667
106,106,4.85,0,0.45,4.05,1.2,7.31666666666667
107,107,4.88,0,0.48,4.02,1.24,7.31666666666667
108,108,4.91,0,0.51,3.99,1.28,7.31666666666667
109,109,4.94,0,0.54,3.96,1.32,7.31666666666667
110,110,4.97,0,0.57,3.93,1.36,7.31666666666667
111,111,5,0,0.6,3.9,1.4,7.31666666666667
112,112,5.01,0,0.66,3.89,1.46,7.31333333333334
113,113,5.02,0,0.72,3.88,1.52,7.31
114,114,5.03,0,0.78,3.87,1.58,7.30666666666667
115,115,5.04,0,0.84,3.86,1.64,7.30333333333333
116,116,5.05,0,0.9,3.85,1.7,7.3
117,117,5.06,0,0.96,3.84,1.76,7.29666666666667
118,118,5.07,0,1.02,3.83,1.82,7.29333333333334
119,119,5.08,0,1.08,3.82,1.88,7.29
120,120,5.09,0,1.14,3.81,1.94,7.28666666666667
121,121,5.1,0,1.2,3.8,2,7.28333333333334
122,122,5.1,0,1.33,3.8,2.02,7.28166666666667
123,123,5.1,0,1.46,3.8,2.04,7.28
124,124,5.1,0,1.59,3.8,2.06,7.27833333333333
125,125,5.1,0,1.72,3.8,2.08,7.27666666666667
126,126,5.1,0,1.85,3.8,2.1,7.275
127,127,5.1,0,1.98,3.8,2.12,7.27333333333333
128,128,5.1,0,2.11,3.8,2.14,7.27166666666667
129,129,5.1,0,2.24,3.8,2.16,7.27
130,130,5.1,0,2.37,3.8,2.18,7.26833333333333
131,131,5.1,0,2.5,3.8,2.2,7.26666666666667
132,132,5.04,0.5,3.25,3.91,2.28,7.20666666666667
133,133,4.98,1,4,4.02,2.36,7.14666666666667
134,134,4.92,1.5,4.75,4.13,2.44,7.08666666666667
135,135,4.86,2,5.5,4.24,2.52,7.02666666666667
136,136,4.8,2.5,6.25,4.35,2.6,6.96666666666667
137,137,4.74,3,7,4.46,2.68,6.90666666666667
138,138,4.68,3.5,7.75,4.57,2.76,6.84666666666667
139,139,4.62,4,8.5,4.68,2.84,6.78666666666667
140,140,4.56,4.5,9.25,4.79,2.92,6.72666666666667
141,141,4.5,5,10,4.9,3,6.66666666666667
142,142,4.51,4.89,9.88,4.85,3,6.66833333333333
143,143,4.52,4.78,9.76,4.8,3,6.67
144,144,4.53,4.67,9.64,4.75,3,6.67166666666667
145,145,4.54,4.56,9.52,4.7,3,6.67333333333334
146,146,4.55,4.45,9.4,4.65,3,6.675
147,147,4.56,4.34,9.28,4.6,3,6.67666666666667
148,148,4.57,4.23,9.16,4.55,3,6.67833333333334
149,149,4.58,4.12,9.04,4.5,3,6.68
150,150,4.59,4.01,8.92,4.45,3,6.68166666666667
151,151,4.6,3.9,8.8,4.4,3,6.68333333333334
152,152,4.62,3.81,8.74,4.38,3.04,6.68666666666667
153,153,4.64,3.72,8.68,4.36,3.08,6.69
154,154,4.66,3.63,8.62,4.34,3.12,6.69333333333334
155,155,4.68,3.54,8.56,4.32,3.16,6.69666666666667
156,156,4.7,3.45,8.5,4.3,3.2,6.7
157,157,4.72,3.36,8.44,4.28,3.24,6.70333333333334
158,158,4.74,3.27,8.38,4.26,3.28,6.70666666666667
159,159,4.76,3.18,8.32,4.24,3.32,6.71
160,160,4.78,3.09,8.26,4.22,3.36,6.71333333333334
161,161,4.8,3,8.2,4.2,3.4,6.71666666666667
162,162,4.82,2.7,7.84,4.12,3.4,6.72166666666667
163,163,4.84,2.4,7.48,4.04,3.4,6.72666666666667
164,164,4.86,2.1,7.12,3.96,3.4,6.73166666666667
165,165,4.88,1.8,6.76,3.88,3.4,6.73666666666667
166,166,4.9,1.5,6.4,3.8,3.4,6.74166666666667
167,167,4.92,1.2,6.04,3.72,3.4,6.74666666666667
168,168,4.94,0.9,5.68,3.64,3.4,6.75166666666667
169,169,4.96,0.6,5.32,3.56,3.4,6.75666666666667
170,170,4.98,0.3,4.96,3.48,3.4,6.76166666666667
171,171,5,0,4.6,3.4,3.4,6.76666666666667
172,172,4.99,0.1,4.43,3.39,3.4,6.77166666666667
173,173,4.98,0.2,4.26,3.38,3.4,6.77666666666667
174,174,4.97,0.3,4.09,3.37,3.4,6.78166666666667
175,175,4.96,0.4,3.92,3.36,3.4,6.78666666666667
176,176,4.95,0.5,3.75,3.35,3.4,6.79166666666667
177,177,4.94,0.6,3.58,3.34,3.4,6.79666666666667
178,178,4.93,0.7,3.41,3.33,3.4,6.80166666666667
179,179,4.92,0.8,3.24,3.32,3.4,6.80666666666667
180,180,4.91,0.9,3.07,3.31,3.4,6.81166666666667
181,181,4.9,1,2.9,3.3,3.4,6.81666666666667
182,182,4.89,0.92,2.78,3.33,3.32,6.82166666666667
183,183,4.88,0.84,2.66,3.36,3.24,6.82666666666667
184,184,4.87,0.76,2.54,3.39,3.16,6.83166666666667
185,185,4.86,0.68,2.42,3.42,3.08,6.83666666666667
186,186,4.85,0.6,2.3,3.45,3,6.84166666666667
187,187,4.84,0.52,2.18,3.48,2.92,6.84666666666667
188,188,4.83,0.44,2.06,3.51,2.84,6.85166666666667
189,189,4.82,0.36,1.94,3.54,2.76,6.85666666666667
190,190,4.81,0.28,1.82,3.57,2.68,6.86166666666667
191,191,4.8,0.2,1.7,3.6,2.6,6.86666666666667
192,192,4.77,0.18,1.59,3.65,2.56,6.87333333333334
193,193,4.74,0.16,1.48,3.7,2.52,6.88
194,194,4.71,0.14,1.37,3.75,2.48,6.88666666666667
195,195,4.68,0.12,1.26,3.8,2.44,6.89333333333333
196,196,4.65,0.1,1.15,3.85,2.4,6.9
197,197,4.62,0.08,1.04,3.9,2.36,6.90666666666667
198,198,4.59,0.06,0.93,3.95,2.32,6.91333333333333
199,199,4.56,0.04,0.82,4,2.28,6.92
200,200,4.53,0.02,0.71,4.05,2.24,6.92666666666667
201,201,4.5,0,0.6,4.1,2.2,6.93333333333333
202,202,4.49,0,0.6,4.13,2.18,6.93833333333333
203,203,4.48,0,0.6,4.16,2.16,6.94333333333333
204,204,4.47,0,0.6,4.19,2.14,6.94833333333333
205,205,4.46,0,0.6,4.22,2.12,6.95333333333334
206,206,4.45,0,0.6,4.25,2.1,6.95833333333334
207,207,4.44,0,0.6,4.28,2.08,6.96333333333334
208,208,4.43,0,0.6,4.31,2.06,6.96833333333334
209,209,4.42,0,0.6,4.34,2.04,6.97333333333334
210,210,4.41,0,0.6,4.37,2.02,6.97833333333334
211,211,4.4,0,0.6,4.4,2,6.98333333333334
212,212,4.39,0,0.55,4.41,1.98,6.98666666666667
213,213,4.38,0,0.5,4.42,1.96,6.99
214,214,4.37,0,0.45,4.43,1.94,6.99333333333334
215,215,4.36,0,0.4,4.44,1.92,6.99666666666667
216,216,4.35,0,0.35,4.45,1.9,7
217,217,4.34,0,0.3,4.46,1.88,7.00333333333334
218,218,4.33,0,0.25,4.47,1.86,7.00666666666667
219,219,4.32,0,0.2,4.48,1.84,7.01
220,220,4.31,0,0.15,4.49,1.82,7.01333333333334
221,221,4.3,0,0.1,4.5,1.8,7.01666666666667
222,222,4.29,0,0.11,4.52,1.84,7.02
223,223,4.28,0,0.12,4.54,1.88,7.02333333333334
224,224,4.27,0,0.13,4.56,1.92,7.02666666666667
225,225,4.26,0,0.14,4.58,1.96,7.03
226,226,4.25,0,0.15,4.6,2,7.03333333333334
227,227,4.24,0,0.16,4.62,2.04,7.03666666666667
228,228,4.23,0,0.17,4.64,2.08,7.04
229,229,4.22,0,0.18,4.66,2.12,7.04333333333333
230,230,4.21,0,0.19,4.68,2.16,7.04666666666667
231,231,4.2,0,0.2,4.7,2.2,7.05
232,232,4.09,0,0.79,4.79,2.2,7.03
233,233,3.98,0,1.38,4.88,2.2,7.01
234,234,3.87,0,1.97,4.97,2.2,6.99
235,235,3.76,0,2.56,5.06,2.2,6.97
236,236,3.65,0,3.15,5.15,2.2,6.95
237,237,3.54,0,3.74,5.24,2.2,6.93
238,238,3.43,0,4.33,5.33,2.2,6.91
239,239,3.32,0,4.92,5.42,2.2,6.89
240,240,3.21,0,5.51,5.51,2.2,6.87
