ticks,msecs,temp,precip%,cloud cover,humidity,wind,pressure
86,86,2.4,1.35,8.05,7.75,1.8,6.11666666666667
87,87,2.4,1.3,7.92,7.74,1.8,6.12
88,88,2.4,1.25,7.79,7.73,1.8,6.12333333333333
89,89,2.4,1.2,7.66,7.72,1.8,6.12666666666667
90,90,2.4,1.15,7.53,7.71,1.8,6.13
91,91,2.4,1.1,7.4,7.7,1.8,6.13333333333333
92,92,2.4,1.1,7.22,7.7,1.8,6.13666666666667
93,93,2.4,1.1,7.04,7.7,1.8,6.14
94,94,2.4,1.1,6.86,7.7,1.8,6.14333333333333
95,95,2.4,1.1,6.68,7.7,1.8,6.14666666666667
96,96,2.4,1.1,6.5,7.7,1.8,6.15
97,97,2.4,1.1,6.32,7.7,1.8,6.15333333333333
98,98,2.4,1.1,6.14,7.7,1.8,6.15666666666667
99,99,2.4,1.1,5.96,7.7,1.8,6.16
100,100,2.4,1.1,5.78,7.7,1.8,6.16333333333333
101,101,2.4,1.1,5.6,7.7,1.8,6.16666666666667
102,102,2.4,1.05,5.6,7.69,1.78,6.17166666666667
103,103,2.4,1,5.6,7.68,1.76,6.17666666666667
104,104,2.4,0.95,5.6,7.67,1.74,6.18166666666667
105,105,2.4,0.9,5.6,7.66,1.72,6.18666666666667
106,106,2.4,0.85,5.6,7.65,1.7,6.19166666666667
107,107,2.4,0.8,5.6,7.64,1.68,6.19666666666667
108,108,2.4,0.75,5.6,7.63,1.66,6.20166666666667
109,109,2.4,0.7,5.6,7.62,1.64,6.20666666666667
110,110,2.4,0.65,5.6,7.61,1.62,6.21166666666667
111,111,2.4,0.6,5.6,7.6,1.6,6.21666666666667
112,112,2.4,0.6,5.53,7.6,1.6,6.22166666666667
113,113,2.4,0.6,5.46,7.6,1.6,6.22666666666667
114,114,2.4,0.6,5.39,7.6,1.6,6.23166666666667
115,115,2.4,0.6,5.32,7.6,1.6,6.23666666666667
116,116,2.4,0.6,5.25,7.6,1.6,6.24166666666667
117,117,2.4,0.6,5.18,7.6,1.6,6.24666666666667
118,118,2.4,0.6,5.11,7.6,1.6,6.25166666666667
119,119,2.4,0.6,5.04,7.6,1.6,6.25666666666667
120,120,2.4,0.6,4.97,7.6,1.6,6.26166666666667
121,121,2.4,0.6,4.9,7.6,1.6,6.26666666666667
122,122,2.4,0.6,4.94,7.56,1.58,6.27166666666667
123,123,2.4,0.6,4.98,7.52,1.56,6.27666666666667
124,124,2.4,0.6,5.02,7.48,1.54,6.28166666666667
125,125,2.4,0.6,5.06,7.44,1.52,6.28666666666667
126,126,2.4,0.6,5.1,7.4,1.5,6.29166666666667
127,127,2.4,0.6,5.14,7.36,1.48,6.29666666666667
128,128,2.4,0.6,5.18,7.32,1.46,6.30166666666667
129,129,2.4,0.6,5.22,7.28,1.44,6.30666666666667
130,130,2.4,0.6,5.26,7.24,1.42,6.31166666666667
131,131,2.4,0.6,5.3,7.2,1.4,6.31666666666667
132,132,2.39,0.6,5.32,7.21,1.4,6.32166666666667
133,133,2.38,0.6,5.34,7.22,1.4,6.32666666666667
134,134,2.37,0.6,5.36,7.23,1.4,6.33166666666667
135,135,2.36,0.6,5.38,7.24,1.4,6.33666666666667
136,136,2.35,0.6,5.4,7.25,1.4,6.34166666666667
137,137,2.34,0.6,5.42,7.26,1.4,6.34666666666667
138,138,2.33,0.6,5.44,7.27,1.4,6.35166666666667
139,139,2.32,0.6,5.46,7.28,1.4,6.35666666666667
140,140,2.31,0.6,5.48,7.29,1.4,6.36166666666667
141,141,2.3,0.6,5.5,7.3,1.4,6.36666666666667
142,142,2.3,0.6,5.48,7.28,1.38,6.37166666666667
143,143,2.3,0.6,5.46,7.26,1.36,6.37666666666667
144,144,2.3,0.6,5.44,7.24,1.34,6.38166666666667
145,145,2.3,0.6,5.42,7.22,1.32,6.38666666666667
146,146,2.3,0.6,5.4,7.2,1.3,6.39166666666667
147,147,2.3,0.6,5.38,7.18,1.28,6.39666666666667
148,148,2.3,0.6,5.36,7.16,1.26,6.40166666666667
149,149,2.3,0.6,5.34,7.14,1.24,6.40666666666667
150,150,2.3,0.6,5.32,7.12,1.22,6.41166666666667
151,151,2.3,0.6,5.3,7.1,1.2,6.41666666666667
152,152,2.29,0.6,5.35,7.11,1.2,6.42333333333334
153,153,2.28,0.6,5.4,7.12,1.2,6.43
154,154,2.27,0.6,5.45,7.13,1.2,6.43666666666667
155,155,2.26,0.6,5.5,7.14,1.2,6.44333333333334
156,156,2.25,0.6,5.55,7.15,1.2,6.45
157,157,2.24,0.6,5.6,7.16,1.2,6.45666666666667
158,158,2.23,0.6,5.65,7.17,1.2,6.46333333333334
159,159,2.22,0.6,5.7,7.18,1.2,6.47
160,160,2.21,0.6,5.75,7.19,1.2,6.47666666666667
161,161,2.2,0.6,5.8,7.2,1.2,6.48333333333333
162,162,2.2,0.63,5.82,7.18,1.2,6.48833333333333
163,163,2.2,0.66,5.84,7.16,1.2,6.49333333333334
164,164,2.2,0.69,5.86,7.14,1.2,6.49833333333334
165,165,2.2,0.72,5.88,7.12,1.2,6.50333333333334
166,166,2.2,0.75,5.9,7.1,1.2,6.50833333333334
167,167,2.2,0.78,5.92,7.08,1.2,6.51333333333334
168,168,2.2,0.81,5.94,7.06,1.2,6.51833333333334
169,169,2.2,0.84,5.96,7.04,1.2,6.52333333333334
170,170,2.2,0.87,5.98,7.02,1.2,6.52833333333334
171,171,2.2,0.9,6,7,1.2,6.53333333333334
172,172,2.19,0.9,5.95,7,1.18,6.53833333333334
173,173,2.18,0.9,5.9,7,1.16,6.54333333333334
174,174,2.17,0.9,5.85,7,1.14,6.54833333333334
175,175,2.16,0.9,5.8,7,1.12,6.55333333333333
176,176,2.15,0.9,5.75,7,1.1,6.55833333333333
177,177,2.14,0.9,5.7,7,1.08,6.56333333333333
178,178,2.13,0.9,5.65,7,1.06,6.56833333333333
179,179,2.12,0.9,5.6,7,1.04,6.57333333333333
180,180,2.11,0.9,5.55,7,1.02,6.57833333333333
181,181,2.1,0.9,5.5,7,1,6.58333333333333
182,182,2.08,0.91,5.49,7.04,1.02,6.59
183,183,2.06,0.92,5.48,7.08,1.04,6.59666666666667
184,184,2.04,0.93,5.47,7.12,1.06,6.60333333333333
185,185,2.02,0.94,5.46,7.16,1.08,6.61
186,186,2,0.95,5.45,7.2,1.1,6.61666666666667
187,187,1.98,0.96,5.44,7.24,1.12,6.62333333333333
188,188,1.96,0.97,5.43,7.28,1.14,6.63
189,189,1.94,0.98,5.42,7.32,1.16,6.63666666666667
190,190,1.92,0.99,5.41,7.36,1.18,6.64333333333333
191,191,1.9,1,5.4,7.4,1.2,6.65
192,192,1.88,1.01,5.42,7.4,1.18,6.655
193,193,1.86,1.02,5.44,7.4,1.16,6.66
194,194,1.84,1.03,5.46,7.4,1.14,6.665
195,195,1.82,1.04,5.48,7.4,1.12,6.67
196,196,1.8,1.05,5.5,7.4,1.1,6.675
197,197,1.78,1.06,5.52,7.4,1.08,6.68
198,198,1.76,1.07,5.54,7.4,1.06,6.685
199,199,1.74,1.08,5.56,7.4,1.04,6.69
200,200,1.72,1.09,5.58,7.4,1.02,6.695
201,201,1.7,1.1,5.6,7.4,1,6.7
202,202,1.68,1.1,5.6,7.39,1.02,6.70666666666667
203,203,1.66,1.1,5.6,7.38,1.04,6.71333333333333
204,204,1.64,1.1,5.6,7.37,1.06,6.72
205,205,1.62,1.1,5.6,7.36,1.08,6.72666666666667
206,206,1.6,1.1,5.6,7.35,1.1,6.73333333333333
207,207,1.58,1.1,5.6,7.34,1.12,6.74
208,208,1.56,1.1,5.6,7.33,1.14,6.74666666666667
209,209,1.54,1.1,5.6,7.32,1.16,6.75333333333333
210,210,1.52,1.1,5.6,7.31,1.18,6.76
211,211,1.5,1.1,5.6,7.3,1.2,6.76666666666667
212,212,1.49,1.1,5.61,7.33,1.2,6.77166666666667
213,213,1.48,1.1,5.62,7.36,1.2,6.77666666666667
214,214,1.47,1.1,5.63,7.39,1.2,6.78166666666667
215,215,1.46,1.1,5.64,7.42,1.2,6.78666666666667
216,216,1.45,1.1,5.65,7.45,1.2,6.79166666666667
217,217,1.44,1.1,5.66,7.48,1.2,6.79666666666667
218,218,1.43,1.1,5.67,7.51,1.2,6.80166666666667
219,219,1.42,1.1,5.68,7.54,1.2,6.80666666666667
220,220,1.41,1.1,5.69,7.57,1.2,6.81166666666667
221,221,1.4,1.1,5.7,7.6,1.2,6.81666666666667
222,222,1.38,1.07,5.63,7.6,1.22,6.82333333333333
223,223,1.36,1.04,5.56,7.6,1.24,6.83
224,224,1.34,1.01,5.49,7.6,1.26,6.83666666666667
225,225,1.32,0.98,5.42,7.6,1.28,6.84333333333333
226,226,1.3,0.95,5.35,7.6,1.3,6.85
227,227,1.28,0.92,5.28,7.6,1.32,6.85666666666667
228,228,1.26,0.89,5.21,7.6,1.34,6.86333333333333
229,229,1.24,0.86,5.14,7.6,1.36,6.87
230,230,1.22,0.83,5.07,7.6,1.38,6.87666666666667
231,231,1.2,0.8,5,7.6,1.4,6.88333333333333
232,232,1.21,0.83,4.89,7.62,1.4,6.88666666666667
233,233,1.22,0.86,4.78,7.64,1.4,6.89
234,234,1.23,0.89,4.67,7.66,1.4,6.89333333333333
235,235,1.24,0.92,4.56,7.68,1.4,6.89666666666667
236,236,1.25,0.95,4.45,7.7,1.4,6.9
237,237,1.26,0.98,4.34,7.72,1.4,6.90333333333333
238,238,1.27,1.01,4.23,7.74,1.4,6.90666666666666
239,239,1.28,1.04,4.12,7.76,1.4,6.91
240,240,1.29,1.07,4.01,7.78,1.4,6.91333333333333
