ticks,msecs,temp,precip%,cloud cover,humidity,wind,pressure
51,51,7.8,5.8,7.8,9.1,0.8,6.35
52,52,7.8,5.86,7.82,9.1,0.82,6.35333333333333
53,53,7.8,5.92,7.84,9.1,0.84,6.35666666666667
54,54,7.8,5.98,7.86,9.1,0.86,6.36
55,55,7.8,6.04,7.88,9.1,0.88,6.36333333333333
56,56,7.8,6.1,7.9,9.1,0.9,6.36666666666666
57,57,7.8,6.16,7.92,9.1,0.92,6.37
58,58,7.8,6.22,7.94,9.1,0.94,6.37333333333333
59,59,7.8,6.28,7.96,9.1,0.96,6.37666666666666
60,60,7.8,6.34,7.98,9.1,0.98,6.38
61,61,7.8,6.4,8,9.1,1,6.38333333333333
62,62,7.81,6.42,8.03,9.07,1,6.38666666666667
63,63,7.82,6.44,8.06,9.04,1,6.39
64,64,7.83,6.46,8.09,9.01,1,6.39333333333333
65,65,7.84,6.48,8.12,8.98,1,6.39666666666667
66,66,7.85,6.5,8.15,8.95,1,6.4
67,67,7.86,6.52,8.18,8.92,1,6.40333333333333
68,68,7.87,6.54,8.21,8.89,1,6.40666666666667
69,69,7.88,6.56,8.24,8.86,1,6.41
70,70,7.89,6.58,8.27,8.83,1,6.41333333333334
71,71,7.9,6.6,8.3,8.8,1,6.41666666666667
72,72,7.91,6.56,8.33,8.79,1,6.42
73,73,7.92,6.52,8.36,8.78,1,6.42333333333334
74,74,7.93,6.48,8.39,8.77,1,6.42666666666667
75,75,7.94,6.44,8.42,8.76,1,6.43
76,76,7.95,6.4,8.45,8.75,1,6.43333333333334
77,77,7.96,6.36,8.48,8.74,1,6.43666666666667
78,78,7.97,6.32,8.51,8.73,1,6.44
79,79,7.98,6.28,8.54,8.72,1,6.44333333333334
80,80,7.99,6.24,8.57,8.71,1,6.44666666666667
81,81,8,6.2,8.6,8.7,1,6.45
82,82,8.01,6.2,8.61,8.69,1.04,6.45166666666667
83,83,8.02,6.2,8.62,8.68,1.08,6.45333333333334
84,84,8.03,6.2,8.63,8.67,1.12,6.455
85,85,8.04,6.2,8.64,8.66,1.16,6.45666666666667
86,86,8.05,6.2,8.65,8.65,1.2,6.45833333333333
87,87,8.06,6.2,8.66,8.64,1.24,6.46
88,88,8.07,6.2,8.67,8.63,1.28,6.46166666666667
89,89,8.08,6.2,8.68,8.62,1.32,6.46333333333333
90,90,8.09,6.2,8.69,8.61,1.36,6.465
91,91,8.1,6.2,8.7,8.6,1.4,6.46666666666667
92,92,8.11,6.22,8.68,8.57,1.38,6.46666666666667
93,93,8.12,6.24,8.66,8.54,1.36,6.46666666666667
94,94,8.13,6.26,8.64,8.51,1.34,6.46666666666667
95,95,8.14,6.28,8.62,8.48,1.32,6.46666666666667
96,96,8.15,6.3,8.6,8.45,1.3,6.46666666666667
97,97,8.16,6.32,8.58,8.42,1.28,6.46666666666667
98,98,8.17,6.34,8.56,8.39,1.26,6.46666666666667
99,99,8.18,6.36,8.54,8.36,1.24,6.46666666666667
100,100,8.19,6.38,8.52,8.33,1.22,6.46666666666667
101,101,8.2,6.4,8.5,8.3,1.2,6.46666666666667
102,102,8.21,6.38,8.46,8.26,1.24,6.46333333333333
103,103,8.22,6.36,8.42,8.22,1.28,6.46
104,104,8.23,6.34,8.38,8.18,1.32,6.45666666666667
105,105,8.24,6.32,8.34,8.14,1.36,6.45333333333333
106,106,8.25,6.3,8.3,8.1,1.4,6.45
107,107,8.26,6.28,8.26,8.06,1.44,6.44666666666667
108,108,8.27,6.26,8.22,8.02,1.48,6.44333333333333
109,109,8.28,6.24,8.18,7.98,1.52,6.44
110,110,8.29,6.22,8.14,7.94,1.56,6.43666666666667
111,111,8.3,6.2,8.1,7.9,1.6,6.43333333333333
112,112,8.31,6.31,8.09,7.88,1.6,6.43
113,113,8.32,6.42,8.08,7.86,1.6,6.42666666666667
114,114,8.33,6.53,8.07,7.84,1.6,6.42333333333333
115,115,8.34,6.64,8.06,7.82,1.6,6.42
116,116,8.35,6.75,8.05,7.8,1.6,6.41666666666667
117,117,8.36,6.86,8.04,7.78,1.6,6.41333333333333
118,118,8.37,6.97,8.03,7.76,1.6,6.41
119,119,8.38,7.08,8.02,7.74,1.6,6.40666666666667
120,120,8.39,7.19,8.01,7.72,1.6,6.40333333333333
121,121,8.4,7.3,8,7.7,1.6,6.4
122,122,8.4,7.27,7.99,7.71,1.62,6.39666666666667
123,123,8.4,7.24,7.98,7.72,1.64,6.39333333333333
124,124,8.4,7.21,7.97,7.73,1.66,6.39
125,125,8.4,7.18,7.96,7.74,1.68,6.38666666666667
126,126,8.4,7.15,7.95,7.75,1.7,6.38333333333333
127,127,8.4,7.12,7.94,7.76,1.72,6.38
128,128,8.4,7.09,7.93,7.77,1.74,6.37666666666667
129,129,8.4,7.06,7.92,7.78,1.76,6.37333333333333
130,130,8.4,7.03,7.91,7.79,1.78,6.37
131,131,8.4,7,7.9,7.8,1.8,6.36666666666667
132,132,8.4,6.88,7.89,7.81,1.8,6.36333333333333
133,133,8.4,6.76,7.88,7.82,1.8,6.36
134,134,8.4,6.64,7.87,7.83,1.8,6.35666666666667
135,135,8.4,6.52,7.86,7.84,1.8,6.35333333333333
136,136,8.4,6.4,7.85,7.85,1.8,6.35
137,137,8.4,6.28,7.84,7.86,1.8,6.34666666666667
138,138,8.4,6.16,7.83,7.87,1.8,6.34333333333333
139,139,8.4,6.04,7.82,7.88,1.8,6.34
140,140,8.4,5.92,7.81,7.89,1.8,6.33666666666667
141,141,8.4,5.8,7.8,7.9,1.8,6.33333333333334
142,142,8.4,5.76,7.83,7.88,1.8,6.33
143,143,8.4,5.72,7.86,7.86,1.8,6.32666666666667
144,144,8.4,5.68,7.89,7.84,1.8,6.32333333333334
145,145,8.4,5.64,7.92,7.82,1.8,6.32
146,146,8.4,5.6,7.95,7.8,1.8,6.31666666666667
147,147,8.4,5.56,7.98,7.78,1.8,6.31333333333334
148,148,8.4,5.52,8.01,7.76,1.8,6.31
149,149,8.4,5.48,8.04,7.74,1.8,6.30666666666667
150,150,8.4,5.44,8.07,7.72,1.8,6.30333333333334
151,151,8.4,5.4,8.1,7.7,1.8,6.3
152,152,8.39,5.4,8.1,7.72,1.78,6.30166666666667
153,153,8.38,5.4,8.1,7.74,1.76,6.30333333333334
154,154,8.37,5.4,8.1,7.76,1.74,6.305
155,155,8.36,5.4,8.1,7.78,1.72,6.30666666666667
156,156,8.35,5.4,8.1,7.8,1.7,6.30833333333333
157,157,8.34,5.4,8.1,7.82,1.68,6.31
158,158,8.33,5.4,8.1,7.84,1.66,6.31166666666667
159,159,8.32,5.4,8.1,7.86,1.64,6.31333333333333
160,160,8.31,5.4,8.1,7.88,1.62,6.315
161,161,8.3,5.4,8.1,7.9,1.6,6.31666666666667
162,162,8.29,5.36,8.09,7.92,1.58,6.31833333333333
163,163,8.28,5.32,8.08,7.94,1.56,6.32
164,164,8.27,5.28,8.07,7.96,1.54,6.32166666666667
165,165,8.26,5.24,8.06,7.98,1.52,6.32333333333333
166,166,8.25,5.2,8.05,8,1.5,6.325
167,167,8.24,5.16,8.04,8.02,1.48,6.32666666666667
168,168,8.23,5.12,8.03,8.04,1.46,6.32833333333333
169,169,8.22,5.08,8.02,8.06,1.44,6.33
170,170,8.21,5.04,8.01,8.08,1.42,6.33166666666667
171,171,8.2,5,8,8.1,1.4,6.33333333333334
172,172,8.2,4.92,8,8.13,1.38,6.33666666666667
173,173,8.2,4.84,8,8.16,1.36,6.34
174,174,8.2,4.76,8,8.19,1.34,6.34333333333333
175,175,8.2,4.68,8,8.22,1.32,6.34666666666667
176,176,8.2,4.6,8,8.25,1.3,6.35
177,177,8.2,4.52,8,8.28,1.28,6.35333333333333
178,178,8.2,4.44,8,8.31,1.26,6.35666666666667
179,179,8.2,4.36,8,8.34,1.24,6.36
180,180,8.2,4.28,8,8.37,1.22,6.36333333333333
181,181,8.2,4.2,8,8.4,1.2,6.36666666666667
182,182,8.19,4.16,7.97,8.42,1.16,6.37
183,183,8.18,4.12,7.94,8.44,1.12,6.37333333333333
184,184,8.17,4.08,7.91,8.46,1.08,6.37666666666667
185,185,8.16,4.04,7.88,8.48,1.04,6.38
186,186,8.15,4,7.85,8.5,1,6.38333333333333
187,187,8.14,3.96,7.82,8.52,0.96,6.38666666666667
188,188,8.13,3.92,7.79,8.54,0.92,6.39
189,189,8.12,3.88,7.76,8.56,0.88,6.39333333333333
190,190,8.11,3.84,7.73,8.58,0.84,6.39666666666667
191,191,8.1,3.8,7.7,8.6,0.8,6.4
192,192,8.1,3.81,7.72,8.58,0.8,6.40166666666667
193,193,8.1,3.82,7.74,8.56,0.8,6.40333333333333
194,194,8.1,3.83,7.76,8.54,0.8,6.405
195,195,8.1,3.84,7.78,8.52,0.8,6.40666666666667
196,196,8.1,3.85,7.8,8.5,0.8,6.40833333333334
197,197,8.1,3.86,7.82,8.48,0.8,6.41
198,198,8.1,3.87,7.84,8.46,0.8,6.41166666666667
199,199,8.1,3.88,7.86,8.44,0.8,6.41333333333334
200,200,8.1,3.89,7.88,8.42,0.8,6.415
201,201,8.1,3.9,7.9,8.4,0.8,6.41666666666667
202,202,8.1,3.93,7.9,8.41,0.8,6.42
203,203,8.1,3.96,7.9,8.42,0.8,6.42333333333334
204,204,8.1,3.99,7.9,8.43,0.8,6.42666666666667
205,205,8.1,4.02,7.9,8.44,0.8,6.43
206,206,8.1,4.05,7.9,8.45,0.8,6.43333333333334
207,207,8.1,4.08,7.9,8.46,0.8,6.43666666666667
208,208,8.1,4.11,7.9,8.47,0.8,6.44
209,209,8.1,4.14,7.9,8.48,0.8,6.44333333333334
210,210,8.1,4.17,7.9,8.49,0.8,6.44666666666667
211,211,8.1,4.2,7.9,8.5,0.8,6.45
212,212,8.1,4.33,7.85,8.5,0.8,6.45
213,213,8.1,4.46,7.8,8.5,0.8,6.45
214,214,8.1,4.59,7.75,8.5,0.8,6.45
215,215,8.1,4.72,7.7,8.5,0.8,6.45
216,216,8.1,4.85,7.65,8.5,0.8,6.45
217,217,8.1,4.98,7.6,8.5,0.8,6.45
218,218,8.1,5.11,7.55,8.5,0.8,6.45
219,219,8.1,5.24,7.5,8.5,0.8,6.45
220,220,8.1,5.37,7.45,8.5,0.8,6.45
221,221,8.1,5.5,7.4,8.5,0.8,6.45
222,222,8.1,5.47,7.43,8.51,0.8,6.44833333333334
223,223,8.1,5.44,7.46,8.52,0.8,6.44666666666667
224,224,8.1,5.41,7.49,8.53,0.8,6.445
225,225,8.1,5.38,7.52,8.54,0.8,6.44333333333333
226,226,8.1,5.35,7.55,8.55,0.8,6.44166666666667
227,227,8.1,5.32,7.58,8.56,0.8,6.44
228,228,8.1,5.29,7.61,8.57,0.8,6.43833333333333
229,229,8.1,5.26,7.64,8.58,0.8,6.43666666666667
230,230,8.1,5.23,7.67,8.59,0.8,6.435
231,231,8.1,5.2,7.7,8.6,0.8,6.43333333333333
232,232,8.09,5.27,7.73,8.61,0.8,6.43166666666667
233,233,8.08,5.34,7.76,8.62,0.8,6.43
234,234,8.07,5.41,7.79,8.63,0.8,6.42833333333333
235,235,8.06,5.48,7.82,8.64,0.8,6.42666666666667
236,236,8.05,5.55,7.85,8.65,0.8,6.425
237,237,8.04,5.62,7.88,8.66,0.8,6.42333333333334
238,238,8.03,5.69,7.91,8.67,0.8,6.42166666666667
239,239,8.02,5.76,7.94,8.68,0.8,6.42
240,240,8.01,5.83,7.97,8.69,0.8,6.41833333333334
